"id","model","examGroup","windowLength","costTime","chunkLength","escapeCount","input_tokens","output_tokens","reasoning_tokens"
"03c49e5d-7c42-4c3e-b008-7996972de0a4","deepseek-v3-241226","diff",7000,38246,8,0,47998,843,0
"8c8d4b72-e923-4fd3-ba2a-0ba3bebf3332","deepseek-v3-241226","diff",15000,19806,4,0,28072,367,0
"ffd079b6-5ec9-4d1e-bc34-a138d1c75afd","deepseek-v3-241226","diff",23000,3890,1,0,2433,60,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",39000,9175,1,0,26978,94,0
"edb88d13-3175-4853-b34b-867d88f0571e","deepseek-v3-241226","diff",31000,7766,2,0,11944,166,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",15000,14266,3,0,26064,272,0
"3ba23f98-14d7-4107-9c7f-b59c607ac505","deepseek-v3-241226","diff",23000,55246,2,0,22670,1401,0
"ffd079b6-5ec9-4d1e-bc34-a138d1c75afd","deepseek-v3-241226","diff",39000,4317,1,0,2433,63,0
"8c8d4b72-e923-4fd3-ba2a-0ba3bebf3332","deepseek-v3-241226","diff",23000,21094,3,0,31099,400,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",23000,14072,2,0,29672,219,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",31000,16688,2,0,43296,194,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",15000,110011,4,0,31219,2935,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",23000,19942,3,0,36771,400,0
"8c8d4b72-e923-4fd3-ba2a-0ba3bebf3332","deepseek-v3-241226","diff",7000,24006,5,0,22556,465,0
"d4a6aaf1-8956-4941-8772-6eadfb6040e8","deepseek-v3-241226","diff",23000,10496,2,0,25223,206,0
"edb88d13-3175-4853-b34b-867d88f0571e","deepseek-v3-241226","diff",31000,7907,2,0,11944,166,0
"edb88d13-3175-4853-b34b-867d88f0571e","deepseek-v3-241226","diff",39000,9390,2,0,11944,177,0
"03c49e5d-7c42-4c3e-b008-7996972de0a4","deepseek-v3-241226","diff",23000,96399,3,0,39851,2341,0
"3ba23f98-14d7-4107-9c7f-b59c607ac505","deepseek-v3-241226","diff",31000,49841,2,0,25241,1319,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",31000,9889,2,0,23360,189,0
"a753dd92-3787-4846-9b1b-81c810fb3ff7","deepseek-v3-241226","diff",31000,50720,2,0,37745,1266,0
"8c8d4b72-e923-4fd3-ba2a-0ba3bebf3332","deepseek-v3-241226","diff",15000,19901,4,0,28072,378,0
"d4a6aaf1-8956-4941-8772-6eadfb6040e8","deepseek-v3-241226","diff",15000,31580,4,0,30169,677,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",7000,64778,5,0,30709,1664,0
"3ba23f98-14d7-4107-9c7f-b59c607ac505","deepseek-v3-241226","diff",23000,50890,2,0,22670,1268,0
"ffd079b6-5ec9-4d1e-bc34-a138d1c75afd","deepseek-v3-241226","diff",39000,3010,1,0,2433,64,0
"0c5bb896-8006-4554-9bed-de3826678257","deepseek-v3-241226","diff",7000,30659,6,0,35479,596,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",15000,17955,4,0,29431,342,0
"ffd079b6-5ec9-4d1e-bc34-a138d1c75afd","deepseek-v3-241226","diff",7000,2561,1,0,2433,60,0
"a753dd92-3787-4846-9b1b-81c810fb3ff7","deepseek-v3-241226","diff",15000,78684,3,0,41453,1810,0
"03c49e5d-7c42-4c3e-b008-7996972de0a4","deepseek-v3-241226","diff",39000,42215,2,0,37419,958,0
"edb88d13-3175-4853-b34b-867d88f0571e","deepseek-v3-241226","diff",23000,8269,2,0,11944,166,0
"d4a6aaf1-8956-4941-8772-6eadfb6040e8","deepseek-v3-241226","diff",31000,13074,2,0,25223,207,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",39000,13431,2,0,34816,194,0
"edb88d13-3175-4853-b34b-867d88f0571e","deepseek-v3-241226","diff",31000,9043,2,0,11944,167,0
"0c5bb896-8006-4554-9bed-de3826678257","deepseek-v3-241226","diff",39000,9855,2,0,30154,196,0
"d4a6aaf1-8956-4941-8772-6eadfb6040e8","deepseek-v3-241226","diff",7000,25793,5,0,26522,478,0
"5a52d2e0-7219-40f9-aaf5-c3c51cc201c5","deepseek-v3-241226","diff",39000,14263,2,0,34816,194,0
"3ba23f98-14d7-4107-9c7f-b59c607ac505","deepseek-v3-241226","diff",39000,7937,1,0,22611,91,0
"0c5bb896-8006-4554-9bed-de3826678257","deepseek-v3-241226","diff",23000,44541,2,0,32126,998,0
"2205ad14-4ae1-45f2-8b71-d0c32395ba31","deepseek-v3-241226","diff",39000,9392,1,0,26978,94,0
"a753dd92-3787-4846-9b1b-81c810fb3ff7","deepseek-v3-241226","diff",7000,62337,6,0,44318,1413,0
"3ba23f98-14d7-4107-9c7f-b59c607ac505","deepseek-v3-241226","diff",15000,77232,3,0,28126,1944,0
"03c49e5d-7c42-4c3e-b008-7996972de0a4","deepseek-v3-241226","diff",31000,15608,2,0,38089,207,0
"0c5bb896-8006-4554-9bed-de3826678257","deepseek-v3-241226","diff",23000,26995,2,0,31765,603,0
"a753dd92-3787-4846-9b1b-81c810fb3ff7","deepseek-v3-241226","diff",15000,56872,3,0,41361,1197,0
"ffd079b6-5ec9-4d1e-bc34-a138d1c75afd","deepseek-v3-241226","diff",39000,2316,1,0,2433,60,0
